WKT,id,photoURL,lat,long,rubbishRunID,userName,rubbishType,city,totalNumberOfItemsTagged,datetime,date,Mile,dist_m,Morphology,Brand,Survey Type,Data Cleaning Notes
"POINT (-117.7165048 34.3742075)",EtRKfDdKdnmg2DXyxwOi,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FEtRKfDdKdnmg2DXyxwOi.jpg?alt=media&token=14f0504b-390b-49ca-bb35-ee6a5c2e8666,34.3742075,-117.7165048,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:45:09.047563Z,4/29/2023,370.0,62.23876582,Thread,,,
"POINT (-117.7165563 34.37422937)",pQRXbSChqWIhDX4HKQwe,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpQRXbSChqWIhDX4HKQwe.jpg?alt=media&token=e4e256d9-c275-47a1-9b12-abec3b978338,34.37422937,-117.7165563,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:45:02.467991Z,4/29/2023,370.0,57.24388877,,,,
"POINT (-117.7165563 34.3742294)",fptpppVywT3n0oYoi061,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfptpppVywT3n0oYoi061.jpg?alt=media&token=bcfa5d27-cd7c-467f-b1fb-5d12981ae7fe,34.3742294,-117.7165563,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:44:55.378271Z,4/29/2023,370.0,57.24388877,Fragment,,,
"POINT (-117.7165699 34.3742333)",cXHQYtB3cX0OpCACbifH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcXHQYtB3cX0OpCACbifH.jpg?alt=media&token=948798b2-c97c-4abb-9cd9-cbea2a136295,34.3742333,-117.7165699,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:44:48.722028Z,4/29/2023,370.0,55.95238635,Fragment,,,This area, needed to stop at X distance due to high trash density. 
"POINT (-117.7165418 34.37425298)",hyN8MdgwJK60fVG7DTRa,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhyN8MdgwJK60fVG7DTRa.jpg?alt=media&token=20410114-bf08-4b2b-8406-f274574fed53,34.37425298,-117.7165418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:44:41.055547Z,4/29/2023,370.0,58.34286729,,,,
"POINT (-117.7165418 34.37425298)",jY3iMjW29wE7aPpeMUXk,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjY3iMjW29wE7aPpeMUXk.jpg?alt=media&token=6d7eeaef-1196-429d-b1ac-bc62b971f22d,34.37425298,-117.7165418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:44:30.121173Z,4/29/2023,370.0,58.34286729,,,,
"POINT (-117.7165418 34.37425298)",CgOQkDRX1aywQAHBoiJl,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCgOQkDRX1aywQAHBoiJl.jpg?alt=media&token=79e29404-7768-401c-a103-864712f25b87,34.37425298,-117.7165418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:44:24.276158Z,4/29/2023,370.0,58.34286729,,,,
"POINT (-117.7165418 34.37425298)",00gDnijwRdglQJTudLWT,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F00gDnijwRdglQJTudLWT.jpg?alt=media&token=657e21f1-8e28-4e4d-9bc2-5a53ea65d772,34.37425298,-117.7165418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:44:18.228536Z,4/29/2023,370.0,58.34286729,,,,
"POINT (-117.7165418 34.374253)",SZ3bpQL75E2fuswsmeJb,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FSZ3bpQL75E2fuswsmeJb.jpg?alt=media&token=ffbf7ae2-5be6-491e-ae36-5501ee908832,34.374253,-117.7165418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,tobacco,Llano,1.0,2023-04-29T00:44:04.192986Z,4/29/2023,370.0,58.34286729,Cigarette Butt,,,
"POINT (-117.7166122 34.3742231)",SlZSC8ihhULvdLMyijkH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FSlZSC8ihhULvdLMyijkH.jpg?alt=media&token=3b7eed36-6c9c-4be1-8f87-2b36833b119f,34.3742231,-117.7166122,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:43:56.856560Z,4/29/2023,370.0,52.2348682,Fragment,,,
"POINT (-117.7166294 34.3742078)",fRaTss8oHfn3EzweUvX4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfRaTss8oHfn3EzweUvX4.jpg?alt=media&token=ca3fc677-fca7-4ad4-90c2-b189bae82cc9,34.3742078,-117.7166294,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:43:36.661606Z,4/29/2023,370.0,50.94100427,Article,,,
"POINT (-117.7166223 34.3742114)",843YPnt2k61ZEy37Qd7N,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F843YPnt2k61ZEy37Qd7N.jpg?alt=media&token=c208461d-c10c-4b29-a93e-c70bbe5dbe5d,34.3742114,-117.7166223,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:43:17.491234Z,4/29/2023,370.0,51.51796226,Fragment,,,
"POINT (-117.716608 34.37420487)",FTPoTBQfpsmhXLTVADKw,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFTPoTBQfpsmhXLTVADKw.jpg?alt=media&token=1dcff493-578c-4b99-a1ba-12d6faa2bb04,34.37420487,-117.716608,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:43:08.915223Z,4/29/2023,370.0,52.92630031,,,,
"POINT (-117.716608 34.3742049)",NOUPlq8McTbTqbM0rvha,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNOUPlq8McTbTqbM0rvha.jpg?alt=media&token=9c9782d5-826a-489b-8f73-af1e602f3e49,34.3742049,-117.716608,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:43:00.758833Z,4/29/2023,370.0,52.92630031,Fragment,,,
"POINT (-117.7165784 34.374226)",5DB5ASiim6j2W9zMCTbY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5DB5ASiim6j2W9zMCTbY.jpg?alt=media&token=eaa543ed-5d4b-4b23-b56e-5e27a734b462,34.374226,-117.7165784,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:42:43.283577Z,4/29/2023,370.0,55.27054578,Fragment,,,
"POINT (-117.7165621 34.374218)",ZR8cCcpDVCslH0g2WaXX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FZR8cCcpDVCslH0g2WaXX.jpg?alt=media&token=c133f390-3a58-4b62-824d-92ca41039950,34.374218,-117.7165621,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:42:29.821091Z,4/29/2023,370.0,56.87191951,Fragment,,,
"POINT (-117.7164952 34.37425867)",v82B4TB2eLbSHm7TYmLS,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fv82B4TB2eLbSHm7TYmLS.jpg?alt=media&token=d201bba8-db8a-460a-a0ce-6942c3577133,34.37425867,-117.7164952,IBA8Xo4glUzJzG6fG3Ef,notracetrails,cloth,Llano,1.0,2023-04-29T00:41:29.207446Z,4/29/2023,370.0,62.573412,,,,
"POINT (-117.7164952 34.3742587)",K4wph9ffoO395LHluyup,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FK4wph9ffoO395LHluyup.jpg?alt=media&token=b6765310-22da-40f7-8261-b78251d9c83d,34.3742587,-117.7164952,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:41:23.176744Z,4/29/2023,370.0,62.573412,Fragment,,,
"POINT (-117.716465 34.3742381)",2fU4zY8r5LINgy20ehZN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2fU4zY8r5LINgy20ehZN.jpg?alt=media&token=9b6374aa-1f66-455c-b588-ababf141744e,34.3742381,-117.716465,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:40:58.798653Z,4/29/2023,370.0,65.48922587,Label,Snow Storm,,
"POINT (-117.7164389 34.3742895)",o9wfw8jlGQGhDyf32uzb,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fo9wfw8jlGQGhDyf32uzb.jpg?alt=media&token=3e441d37-d4b8-487a-9248-bc1418a36493,34.3742895,-117.7164389,IBA8Xo4glUzJzG6fG3Ef,notracetrails,plastic foam,Llano,1.0,2023-04-29T00:40:25.012984Z,4/29/2023,370.0,67.66964298,Fragment,,,
"POINT (-117.7164264 34.3742766)",ojsScITVhlUKAf2gfZxM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FojsScITVhlUKAf2gfZxM.jpg?alt=media&token=757f962b-6044-436a-b633-641f90a80377,34.3742766,-117.7164264,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:40:16.034345Z,4/29/2023,370.0,68.81886539,Fragment,,,
"POINT (-117.7163798 34.3742217)",NWBqvWjluIq2lhzJXxGs,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNWBqvWjluIq2lhzJXxGs.jpg?alt=media&token=53390f5a-b9de-4f44-967a-8075f649d2ea,34.3742217,-117.7163798,IBA8Xo4glUzJzG6fG3Ef,notracetrails,metal,Llano,1.0,2023-04-29T00:39:18.813109Z,4/29/2023,370.0,73.4473012,Aluminum Foil,,,
"POINT (-117.7163752 34.3742171)",kOnceAEE66ANGOFeT5aP,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkOnceAEE66ANGOFeT5aP.jpg?alt=media&token=dc12d900-6f30-49d3-b348-138b334c6481,34.3742171,-117.7163752,,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:38:55.879807Z,4/29/2023,370.0,73.91711221,Food Sticker,,,
"POINT (-117.4555438 34.3172555)",R9KUL9NZE5pPntneVepy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FR9KUL9NZE5pPntneVepy.jpg?alt=media&token=935871b4-7f11-4d98-b7f9-59a918076c81,34.3172555,-117.4555438,lu6m5xDGEzVd9X9IdspU,notracetrails,soft plastic,Hesperia,1.0,2023-04-26T18:42:57.751861Z,4/26/2023,340.0,397.0519048,Fragment,,,In poop, interesting photo
"POINT (-117.4535592 34.3166313)",YxJ6TM481uSoWW8OYiTm,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYxJ6TM481uSoWW8OYiTm.jpg?alt=media&token=7257b4e3-96f3-4837-9cd8-fec7829eb5d9,34.3166313,-117.4535592,lu6m5xDGEzVd9X9IdspU,notracetrails,plastic rubber,Hesperia,1.0,2023-04-26T18:39:21.550636Z,4/26/2023,340.0,257.4898104,Hair Tie,,,
"POINT (-117.2812431 34.3040449)",HN9WgxnoxGSSXMJmbJDA,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FHN9WgxnoxGSSXMJmbJDA.jpg?alt=media&token=2d0758b4-8aa2-475e-9cc7-1b73d3c062c4,34.3040449,-117.2812431,KwflFoT4ujMLJxThDroK,notracetrails,soft plastic,Hesperia,1.0,2023-04-25T20:03:07.305965Z,4/25/2023,320.0,436.3667601,Package End,,,
"POINT (-117.2810936 34.3037588)",k7iGLjnYCbNCVEtoOZgU,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fk7iGLjnYCbNCVEtoOZgU.jpg?alt=media&token=07195fa0-a78c-4660-b327-6456b9320e22,34.3037588,-117.2810936,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:02:14.629158Z,4/25/2023,320.0,428.8377577,Fragment,,,
"POINT (-117.2810753 34.3037106)",bF8ookk06bRiqV9xt8O4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbF8ookk06bRiqV9xt8O4.jpg?alt=media&token=ac278216-68cf-466f-abcf-cf1620866469,34.3037106,-117.2810753,KwflFoT4ujMLJxThDroK,notracetrails,hard plastic,Hesperia,1.0,2023-04-25T20:01:48.917935Z,4/25/2023,320.0,428.4439676,Tail Light Fragment,,,
"POINT (-117.2810181 34.3036727)",LTBkSHsqk3CqzB6q7WWS,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLTBkSHsqk3CqzB6q7WWS.jpg?alt=media&token=62adbbae-268e-4190-9f8c-b904be734588,34.3036727,-117.2810181,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:01:23.168753Z,4/25/2023,320.0,424.3875643,Fragment,,,
"POINT (-117.2810265 34.3036795)",ZQ8JXAhWG4tUoPBM9Wmr,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FZQ8JXAhWG4tUoPBM9Wmr.jpg?alt=media&token=90cea52c-50b0-438e-b6e4-aad0dae2f2c7,34.3036795,-117.2810265,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:01:07.521932Z,4/25/2023,320.0,424.9409081,Fragment,,,
"POINT (-117.2809704 34.3036714)",bCBOIQO95iX63E0gGPH1,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbCBOIQO95iX63E0gGPH1.jpg?alt=media&token=6d919404-dc05-476d-a9df-4371c413e8f3,34.3036714,-117.2809704,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:00:39.340921Z,4/25/2023,320.0,420.1797783,Fragment,,,
"POINT (-117.2809604 34.3036655)",phgxiNJVlDTkO1dxytfY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FphgxiNJVlDTkO1dxytfY.jpg?alt=media&token=12a5dea7-cc22-4c9e-8725-532cb10dfee0,34.3036655,-117.2809604,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:00:20.204182Z,4/25/2023,320.0,419.4579006,Fragment,,,
"POINT (-117.2810031 34.3036861)",JTkW16VO3UNzSk4vTX2e,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJTkW16VO3UNzSk4vTX2e.jpg?alt=media&token=2d198e89-9a4c-4f38-9ef0-4f9af22d705f,34.3036861,-117.2810031,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T20:00:03.575557Z,4/25/2023,320.0,422.6812194,Fragment,,,
"POINT (-117.2809983 34.3036719)",6N8aQUuBehTfpLeL9VAd,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6N8aQUuBehTfpLeL9VAd.jpg?alt=media&token=9d46c96d-47d1-457f-8261-ce76405a96a9,34.3036719,-117.2809983,KwflFoT4ujMLJxThDroK,notracetrails,plastic rubber,Hesperia,1.0,2023-04-25T19:59:39.486253Z,4/25/2023,320.0,422.6495466,Fragment,,,
"POINT (-117.2809387 34.3036417)",L4kpYqs95KORkGJeAMHi,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FL4kpYqs95KORkGJeAMHi.jpg?alt=media&token=fbb0ed79-f327-423b-bd48-52e1edb33eb9,34.3036417,-117.2809387,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T19:59:23.192142Z,4/25/2023,320.0,418.216226,Fragment,,,
"POINT (-117.2809109 34.30369206)",kJgduCbiIuOQx0OxgftC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkJgduCbiIuOQx0OxgftC.jpg?alt=media&token=aa8347a6-5aa0-4bc2-9039-4e9fd2fc16ca,34.30369206,-117.2809109,KwflFoT4ujMLJxThDroK,notracetrails,plastic rubber,Hesperia,1.0,2023-04-25T19:58:26.686068Z,4/25/2023,320.0,414.3087879,,,,
"POINT (-117.2809109 34.30369206)",bkBmIQ4wwEjHyoNtXOQ7,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbkBmIQ4wwEjHyoNtXOQ7.jpg?alt=media&token=0968b5e1-131d-4ed0-84b7-590080fbf9a9,34.30369206,-117.2809109,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T19:58:13.392911Z,4/25/2023,320.0,414.3087879,,,,
"POINT (-117.2809109 34.3036921)",mrJMXlEYtIQSafQNlGGJ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FmrJMXlEYtIQSafQNlGGJ.jpg?alt=media&token=00655b14-3fe2-4e53-8bc2-34b14d6e9c97,34.3036921,-117.2809109,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T19:58:06.593589Z,4/25/2023,320.0,414.3087879,Fragment,,,
"POINT (-117.2808905 34.3036875)",98SpNzN19QgfTABqb8wv,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F98SpNzN19QgfTABqb8wv.jpg?alt=media&token=db74aafb-4a0d-4302-a3c9-2c13f3bb6bf8,34.3036875,-117.2808905,KwflFoT4ujMLJxThDroK,notracetrails,glass,Hesperia,1.0,2023-04-25T19:57:39.079401Z,4/25/2023,320.0,412.6299783,Fragment,,,
"POINT (-117.2793988 34.3033586)",1ipC4pbtutaXrQEs2Ovq,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1ipC4pbtutaXrQEs2Ovq.jpg?alt=media&token=c5ed8e6f-8227-4bd5-b599-eabf3843fe09,34.3033586,-117.2793988,KwflFoT4ujMLJxThDroK,notracetrails,hard plastic,Hesperia,1.0,2023-04-25T19:54:45.866902Z,4/25/2023,320.0,297.7577172,Bullet Case,,,
"POINT (-117.2786683 34.3044488)",q5lzAZfj3RYLsxFUAtwY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fq5lzAZfj3RYLsxFUAtwY.jpg?alt=media&token=9387c196-328b-4a44-8c3d-998b0be00f0a,34.3044488,-117.2786683,KwflFoT4ujMLJxThDroK,notracetrails,soft plastic,Hesperia,1.0,2023-04-25T19:50:53.244532Z,4/25/2023,320.0,196.0266072,Fragment,,,
"POINT (-117.2786635 34.304462)",VeCOuYDifFUzV3UiRLMD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FVeCOuYDifFUzV3UiRLMD.jpg?alt=media&token=1fa6d8cb-2f64-4977-8dcf-63cc40b444c8,34.304462,-117.2786635,KwflFoT4ujMLJxThDroK,notracetrails,soft plastic,Hesperia,1.0,2023-04-25T19:50:18.286722Z,4/25/2023,320.0,195.4429634,Fragment,,,
"POINT (-117.2767615 34.3036603)",iaNkjkNEvaujPAKz7jeO,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FiaNkjkNEvaujPAKz7jeO.jpg?alt=media&token=322f259b-7397-409a-88e6-b0ecd23be155,34.3036603,-117.2767615,KwflFoT4ujMLJxThDroK,notracetrails,soft plastic,Hesperia,1.0,2023-04-25T19:45:58.782855Z,4/25/2023,320.0,109.5655177,Fragment,,,
"POINT (-117.2766744 34.3036276)",6NRwcbIR58a57XcUrshz,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6NRwcbIR58a57XcUrshz.jpg?alt=media&token=0c2b4dae-0668-4004-88ae-7d0efabfee22,34.3036276,-117.2766744,KwflFoT4ujMLJxThDroK,notracetrails,hard plastic,Hesperia,1.0,2023-04-25T19:45:14.374794Z,4/25/2023,320.0,112.0167957,Bullet Case,,,
"POINT (-117.2762005 34.3033786)",71IoPDbJjE4es6S8pX4n,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F71IoPDbJjE4es6S8pX4n.jpg?alt=media&token=d25c506a-03d3-41d2-b1b0-eb5ec980184b,34.3033786,-117.2762005,KwflFoT4ujMLJxThDroK,notracetrails,sanitary waste,Hesperia,1.0,2023-04-25T19:43:10.857205Z,4/25/2023,320.0,142.6423982,Wipes,,,
"POINT (-117.2012917 34.3434578)",Lhx9cEMcf0pevNUyIqy1,StreetRubbishPhotos/Lhx9cEMcf0pevNUyIqy1.jpg,34.3434578,-117.2012917,NAaLZEYaU2J8AIHhH9DK,macygustavus,sanitary waste,Apple Valley,1.0,2023-04-24T22:05:44.104110Z,4/24/2023,310.0,540.5363087,,,,Check photos in this area, can't see Macy's Photos
"POINT (-117.200633 34.34358016)",hjLUQYlMOmeDf0nVQUXQ,StreetRubbishPhotos/hjLUQYlMOmeDf0nVQUXQ.jpg,34.34358016,-117.200633,NAaLZEYaU2J8AIHhH9DK,macygustavus,sanitary waste,Apple Valley,1.0,2023-04-24T22:04:14.583802Z,4/24/2023,310.0,479.7667803,,,,
"POINT (-117.1968896 34.34305521)",hhyiUd9tHyeaBz0JK76r,StreetRubbishPhotos/hhyiUd9tHyeaBz0JK76r.jpg,34.34305521,-117.1968896,NAaLZEYaU2J8AIHhH9DK,macygustavus,food,Apple Valley,1.0,2023-04-24T21:58:30.589169Z,4/24/2023,310.0,150.1747664,,,,
"POINT (-117.1965212 34.34334324)",9TbtXLg8OpaOEcImfgYj,StreetRubbishPhotos/9TbtXLg8OpaOEcImfgYj.jpg,34.34334324,-117.1965212,NAaLZEYaU2J8AIHhH9DK,macygustavus,paper,Apple Valley,1.0,2023-04-24T21:57:14.475168Z,4/24/2023,310.0,106.9930441,,,,
"POINT (-117.1960192 34.34379658)",kprpsGBTgrmAwuvd9Usn,StreetRubbishPhotos/kprpsGBTgrmAwuvd9Usn.jpg,34.34379658,-117.1960192,NAaLZEYaU2J8AIHhH9DK,macygustavus,food,Apple Valley,1.0,2023-04-24T21:55:16.648661Z,4/24/2023,310.0,59.22609266,,,,
"POINT (-117.1959616 34.34381059)",0UWEgvowII07To0tUHA1,StreetRubbishPhotos/0UWEgvowII07To0tUHA1.jpg,34.34381059,-117.1959616,NAaLZEYaU2J8AIHhH9DK,macygustavus,plastic rubber,Apple Valley,1.0,2023-04-24T21:54:57.317069Z,4/24/2023,310.0,54.79929046,,,,
"POINT (-117.1957866 34.34412793)",Lan6R1d0zSY3TWHMVqU1,StreetRubbishPhotos/Lan6R1d0zSY3TWHMVqU1.jpg,34.34412793,-117.1957866,NAaLZEYaU2J8AIHhH9DK,macygustavus,sanitary waste,Apple Valley,1.0,2023-04-24T21:53:52.823730Z,4/24/2023,310.0,65.6709317,,,,
"POINT (-117.1957751 34.34413473)",TqhdUUC6X5zHCLZ10XVt,StreetRubbishPhotos/TqhdUUC6X5zHCLZ10XVt.jpg,34.34413473,-117.1957751,NAaLZEYaU2J8AIHhH9DK,macygustavus,metal,Apple Valley,1.0,2023-04-24T21:53:30.313922Z,4/24/2023,310.0,65.76431662,,,,
"POINT (-117.1957977 34.3441551)",TCZ94OYpEEpDzN9LBmJJ,StreetRubbishPhotos/TCZ94OYpEEpDzN9LBmJJ.jpg,34.3441551,-117.1957977,NAaLZEYaU2J8AIHhH9DK,macygustavus,food,Apple Valley,1.0,2023-04-24T21:53:19.613098Z,4/24/2023,310.0,68.77624791,,,,
"POINT (-117.1958073 34.34417695)",oXhlp80EWD1x0TbfbuEd,StreetRubbishPhotos/oXhlp80EWD1x0TbfbuEd.jpg,34.34417695,-117.1958073,NAaLZEYaU2J8AIHhH9DK,macygustavus,metal,Apple Valley,1.0,2023-04-24T21:53:03.433303Z,4/24/2023,310.0,71.31471082,,,,
"POINT (-117.1957768 34.34419046)",v6kqZar9WpKMHrcZSEbS,StreetRubbishPhotos/v6kqZar9WpKMHrcZSEbS.jpg,34.34419046,-117.1957768,NAaLZEYaU2J8AIHhH9DK,macygustavus,tobacco,Apple Valley,1.0,2023-04-24T21:52:52.013570Z,4/24/2023,310.0,71.23017889,,,,
"POINT (-117.1957645 34.3441858)",TGNzVMxeEKqkpd5mw43F,StreetRubbishPhotos/TGNzVMxeEKqkpd5mw43F.jpg,34.3441858,-117.1957645,NAaLZEYaU2J8AIHhH9DK,macygustavus,sanitary waste,Apple Valley,1.0,2023-04-24T21:52:44.077661Z,4/24/2023,310.0,70.24346991,,,,
"POINT (-117.2012529 34.3434954)",bkqfRhIwyMWWn9efc5Uy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbkqfRhIwyMWWn9efc5Uy.jpg?alt=media&token=94b07af3-4069-4677-b10a-ab22d09027f7,34.3434954,-117.2012529,9nbPdFcfW83ceaK1Xtqj,notracetrails,tobacco,Apple Valley,1.0,2023-04-24T21:33:40.106568Z,4/24/2023,310.0,536.851133,Nicotine Patch,,,Check these in this area, duplicated between Tori and Macy
"POINT (-117.1968956 34.3431043)",xbCopdCyzCpRb7zr9qEr,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FxbCopdCyzCpRb7zr9qEr.jpg?alt=media&token=f1f0ecde-d816-412b-a225-4f6591e4476a,34.3431043,-117.1968956,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:26:20.290672Z,4/24/2023,310.0,148.4586664,Orange Peel,,,
